appid,name,developer,publisher,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
542280,Happy Maze,DoshMallow Games,Fresh Wind Software,64,20,0,"50,000 .. 100,000",263,0,269,0,999,999,0,0,"English, Russian","Adventure, Casual, Indie","Adventure, Indie, Horror, Psychological Horror, Atmospheric, Psychedelic, Story Rich, Anime, First-Person, Family Friendly, Memes, Singleplayer, Co-op, Action, RPG, Action-Adventure, Dungeon Crawler, Hidden Object, Hand-drawn, Stylized"
1415200,Pitched Battle,MoonGame,MoonGame,7,1,0,"50,000 .. 100,000",0,0,0,0,49,90,46,0,English,"Action, Adventure, Casual, Indie, Strategy","Action, Casual, Adventure, Action-Adventure, Arcade, Battle Royale, 3D Platformer, Arena Shooter, Bullet Hell, Combat Racing, 3D, 3D Vision, Realistic, Colorful, Cinematic, Top-Down, Third Person, Driving, Vehicular Combat, Bullet Time"
463100,Liveza: Death of the Earth,Nikita Nefedov,Sometimes You,82,70,0,"50,000 .. 100,000",254,0,235,0,59,299,80,0,English,"Adventure, Indie","Adventure, Indie, Platformer"
432380,Hydra Slayer,Zeno Rogue,Zeno Rogue,37,3,0,"50,000 .. 100,000",0,0,0,0,299,599,50,0,English,"RPG, Strategy","Traditional Roguelike, Inventory Management, Mythology, Science, Turn-Based Tactics, Rogue-like, Procedural Generation, Strategy, Education, 2D, Turn-Based, Fantasy, Singleplayer, Difficult, Pixel Graphics, Dungeon Crawler, Tactical, Grid-Based Movement, Puzzle, Indie"
540640,Tales of the Elements,Last BeNeVoLeNcE,RandomBeats Music,13,6,0,"50,000 .. 100,000",202,0,209,0,209,699,70,0,English,"Action, Adventure, Casual, Indie, RPG","JRPG, Action RPG, Soundtrack, 2D, 4 Player Local, Local Co-Op, Modern, Old School, 1990's, Satire, Pixel Graphics, Controller, Singleplayer, Party-Based RPG, Story Rich, RPG, Co-op Campaign, Hack and Slash, Action, Adventure"
972280,Deep Space Shooter,Altair Game,ValkyrieInitiative,16,5,0,"50,000 .. 100,000",0,0,0,0,57,199,71,0,English,"Action, Indie","Action, Indie, Space, Bullet Hell, Space Sim, Retro, Arcade, Shooter, Shoot 'Em Up, 2D, Pixel Graphics, 1980s, Atmospheric, Score Attack, Singleplayer"
1424010,Slaves of Magic prelude,Amethyst Dreamers,Amethyst Dreamers,4,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Indie, RPG, Strategy","Turn-Based Tactics, Turn-Based Strategy, Turn-Based Combat, Perma Death, Tactical RPG, Strategy RPG, Strategy, Tactical, 2D, RPG, Procedural Generation, Isometric, Fantasy, Medieval, Magic, War, Destruction, Grid-Based Movement, Singleplayer, Combat"
424640,Karaski: What Goes Up...,Unbound Creations,Unbound Creations,47,7,0,"50,000 .. 100,000",142,0,142,0,959,1199,20,0,English,"Action, Adventure, Indie","Immersive Sim, Choices Matter, RPG, Steampunk, Story Rich, Investigation, Multiple Endings, Adventure, Conspiracy, Mystery, Conversation, Choose Your Own Adventure, Indie, First-Person, Alternate History, Atmospheric, Singleplayer, Dark Comedy, Action-Adventure, Action"
395400,Freedom Cry,Warfare Studios,Warfare Studios,33,28,0,"50,000 .. 100,000",71,0,71,0,49,499,90,0,English,"Adventure, Casual, Indie, RPG","Adventure, Indie, RPG, Casual, RPGMaker"
1282600,Mayhem in Single Valley: Confessions,Fluxscopic Ltd.,tinyBuild,80,12,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese","Action, Adventure, Indie","Action, Adventure, Indie, Pixel Graphics, Zombies, Casual, Puzzle, Platformer, Arcade, 3D Platformer, Puzzle-Platformer, Beat 'em up, Hack and Slash, 2D, 3D, Colorful, Post-apocalyptic, Physics, 2.5D, Cartoon"
1371160,InMaze,Appvator Interactive,Appvator Interactive,4,2,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,"Action, Adventure, Casual, Indie","Adventure, Action, Casual, Point & Click, Action-Adventure, Exploration, Singleplayer, Horror, Survival, 2D Fighter, Detective, Survival Horror, FPS, 2D, Pixel Graphics, Top-Down, Thriller, Mystery, PvE, Moddable"
411740,Yet Another World,Energy Milk,Energy Milk,53,15,0,"50,000 .. 100,000",340,0,384,0,59,599,90,0,English,"Action, Adventure, Indie","Indie, Action, Adventure, Platformer, Minimalist"
1362400,Critical Zone,It Moves Studio,Korion Games,16,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,"Action, Indie","Local Multiplayer, 4 Player Local, Action, 2D Fighter, PvP, Fighting, Spectacle fighter, Minimalist, Stylized, Funny, Satire, Space, Political, 2D, Platformer, Comedy, 2D Platformer, Beat 'em up, Combat, Multiplayer"
926720,Kyiv: from dusk till dawn with Lenovo Explorer,Sensorama,Lenovo Ukraine,6,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Ukrainian, Russian",Adventure,"Adventure, VR"
855530,New Ice York,magicdweedoo,magicdweedoo,11,3,0,"50,000 .. 100,000",0,0,0,0,799,999,20,0,English,"Adventure, Indie, RPG","Mystery, Dark Comedy, Surreal, Crime, Story Rich, Dystopian , Psychedelic, Exploration, Cartoon, Atmospheric, Conspiracy, Detective, Adventure, Beat 'em up, JRPG, Abstract, Stylized, Satire, Indie, RPG"
739240,The Ghosts of Hackney Mills,Sapphire Dragon Productions,Sapphire Dragon Productions,12,7,0,"50,000 .. 100,000",0,0,0,0,99,199,50,0,English,"Adventure, Casual, Indie, Simulation","Horror, Investigation, Casual, Hidden Object, Visual Novel, Exploration, Detective, Open World, Walking Simulator, Experimental, 2D, Noir, Story Rich, Surreal, Puzzle, Simulation, Pixel Graphics, Cartoony, Sci-fi, Thriller"
335900,Angels of Fasaria: Version 2.0,Fasaria Works,NSE,24,37,0,"50,000 .. 100,000",371,0,388,0,324,499,35,0,English,"Adventure, Indie, RPG, Strategy","RPG, Adventure, Indie, RPGMaker, Strategy, Fantasy, JRPG, Singleplayer, Casual, MMORPG, Retro, Family Friendly, Old School, Strategy RPG"
1337240,Gripper: Prologue,Heart Core,Heart Core,52,21,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Adventure, Free to Play, Indie, RPG","Adventure, Action, Action-Adventure, RPG, Post-apocalyptic, Character Action Game, Spectacle fighter, Action RPG, Combat Racing, CRPG, Third Person, Cinematic, Top-Down, War, Stealth, Sci-fi, Historical, Cyberpunk, Futuristic, Dark"
373440,Stargazer,John Wizard,Amaranth Games,76,31,0,"50,000 .. 100,000",266,0,268,0,499,499,0,0,English,RPG,"RPG, RPGMaker, Female Protagonist"
1444170,DOGMAN,Daniel George,Daniel George,13,4,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,Indie,"Horror, Survival Horror, Psychological Horror, First-Person, Exploration, Supernatural, Survival, Dark, Thriller, Open World, Stealth, Puzzle, Action, Investigation, Conspiracy, Walking Simulator, Mythology, PvE, Singleplayer, Indie"
876200,Laserium,Garage Games,Garage Games,80,42,0,"50,000 .. 100,000",0,0,0,0,49,99,51,0,English,"Adventure, Casual, Indie","Indie, Adventure, Casual"
1158450,GALAXIUM,"Tony Muñoz, Dario Carnelutti",Wulum LTD,55,147,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0,English,"Action, Casual, Indie","Action, Indie, Casual, Space, Arcade"
1411920,Get Ogre It,Nintai Studios,Nintai Studios,24,4,0,"50,000 .. 100,000",0,0,0,0,239,1199,80,0,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","Action, Adventure, Casual, Indie","Mystery Dungeon, Top-Down, Traditional Roguelike, Rogue-like, Stealth, Silent Protagonist, Grid-Based Movement, Puzzle, Rogue-lite, Difficult, Dungeon Crawler, Dark Fantasy, Pixel Graphics, Procedural Generation, Singleplayer, 2D, Perma Death, Retro, Indie, Adventure"
682910,No Lights,Cubamano,EasyGames,58,55,0,"50,000 .. 100,000",1,0,1,0,44,299,85,0,English,,"Action, Pixel Graphics, Indie"
1264920,Endgame: Road To Salvation,Indie/Anon Games,Indie/Anon Games,14,1,0,"50,000 .. 100,000",0,0,0,0,719,1199,40,0,English,"Action, Adventure, Indie, RPG, Early Access","Early Access, Third-Person Shooter, Vehicular Combat, Survival Horror, Driving, Post-apocalyptic, Surreal, Difficult, Zombies, Demons, Dark, Split Screen, Local Multiplayer, Controller, Procedural Generation, Character Customization, Third Person, Shooter, Action, Immersive"
546340,"Dynamic Very, Very, Hard game!!",White Dog Games,SA Industry,55,70,0,"50,000 .. 100,000",249,0,235,0,49,499,90,0,English,"Action, Adventure, Casual, Indie","Indie, Casual, Action, Adventure, Platformer, Surreal, Aliens, Minimalist, Retro, Pixel Graphics, 2D, Arcade, Turn-Based, Moddable, Puzzle, Satire, Hack and Slash, Tower Defense, Education, Racing"
392920,Arvale,Jaybot7,Aldorlea Games,76,21,0,"50,000 .. 100,000",0,0,0,0,49,499,90,0,English,"Adventure, Casual, Indie, RPG","RPG, Indie, Adventure, Casual, RPGMaker, Story Rich, Exploration"
1364150,Hide and Shoot,"Ginga software Co.,Ltd,","Ginga software Co.,Ltd,",3,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Japanese","Free to Play, Strategy","Strategy, Turn-Based Strategy, Wargame, PvP, Stealth, 2D, Free to Play, Turn-Based Combat, Military, Tactical, Multiplayer"
1361480,"Robots, Death & Venice",FX Animation | Barcelona 3D &amp; Film School,FX Animation | Barcelona 3D &amp; Film School,17,6,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Adventure, Indie","Robots, Action, Steampunk, Atmospheric, Singleplayer, Third-Person Shooter, Shooter, Third Person, Linear, Indie, Realistic, Violent, Adventure, Colorful, Sci-fi, Combat"
430080,Elysium: Blood Games,SimProse Studios,Trinity Project,67,49,0,"50,000 .. 100,000",229,0,216,0,49,99,51,0,English,"Casual, Indie, Simulation, Sports, Strategy","Sports, Indie, Casual, Simulation, Strategy, Management, Turn-Based Tactics, Turn-Based, Turn-Based Strategy, Text-Based"
486150,Radical Spectrum: Volume 1,Autonomic Interactive,New Reality Games,58,48,0,"50,000 .. 100,000",305,0,311,0,99,199,50,0,English,Action,Action
1376470,Hunted,Daniel Long,David Long,1,2,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,Action,"Horror, Action, Survival, Dark, Hunting, 3D, First-Person, Singleplayer"
1397690,Riot At World,Zeruk Studios,Zeruk Studios,0,2,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Action, Adventure, Casual, Indie","Action, Casual, Adventure, Action-Adventure, Tabletop, FPS, Bullet Hell, 3D Vision, First-Person, Colorful, Military, Sci-fi, Modern, War, Space, Aliens, Destruction, PvP, Vehicular Combat, Score Attack"
631660,Immersion Chess,Immersion,Immersion,78,39,0,"50,000 .. 100,000",10,0,13,0,0,0,0,0,English,"Casual, Free to Play, Sports, Strategy","Free to Play, Strategy, Casual, Sports, Tabletop, VR, Chess"
1281150,Modiverse,Deep Voodoo Games,Deep Voodoo Games,32,21,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, French, German, Russian, Swedish","Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Early Access, Choose Your Own Adventure, FPS, Immersive Sim, Driving, PvP, PvE, Walking Simulator, Programming, Base-Building, First-Person, Building, Survival, Game Development, Crafting, Physics, 3D, Relaxing, Team-Based, Gun Customization"
2102080,Spacetime Dimension,GraphPhysical,GraphPhysical,1,0,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Simplified Chinese, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Arabic, Korean","Action, Adventure, Casual, Indie, Simulation, Strategy","Casual, Simulation, Software, God Game, Space Sim, Utilities, Education, Sandbox, Exploration, Souls-like, Rogue-lite, Flight, 3D, 3D Vision, Voxel, Pixel Graphics, FMV, Realistic, Strategy, Minimalist"
562600,Our Wonderful World,White Rabbit Games,White Rabbit Games,17,11,0,"50,000 .. 100,000",219,0,219,0,37,199,81,0,English,"Casual, Indie","Indie, Casual"
1242730,双子树 TwinTrees,NightLightAnimal,NightLightAnimal,2,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Simplified Chinese","Action, Casual, Free to Play, Indie, Massively Multiplayer, Early Access","Massively Multiplayer, Early Access, Indie, Party-Based RPG, Minimalist, Souls-like, Casual, Funny, Platformer, Rhythm, 2D Platformer, Bullet Hell, 2D, Abstract, Comedy, Retro, Linear, Team-Based, Singleplayer, Multiplayer"
839680,The Front of Greed,LightningSoft,LightningSoft,10,15,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, German, Turkish",Action,"Free to Play, FPS, PvP, War, Combat, Modern, Action, Shooter, Open World, First-Person, Realistic, Tactical, Multiplayer, Co-op, Driving, Singleplayer, Anime"
302340,Tex Murphy: Martian Memorandum,Access Software,Nightdive Studios,35,12,0,"20,000 .. 50,000",0,0,0,0,449,599,25,0,English,Adventure,"Adventure, Point & Click, Detective, FMV, Classic, Noir, Pixel Graphics, 1990's, Cyberpunk, Dystopian , Mystery, Post-apocalyptic, Third Person, Atmospheric, Comedy"
951500,Poker Tower Defense,Educational Games,Educational Games,1,14,0,"50,000 .. 100,000",0,0,0,0,50,299,83,0,English,"Casual, Indie","Indie, Casual"
617710,Cannons-Defenders: Steam Edition,REX PEX GAMES,REX PEX GAMES,78,49,0,"50,000 .. 100,000",313,0,320,0,49,99,51,0,"English, Russian, Ukrainian","Action, Casual, Indie","Action, Indie, Casual, 2D, Great Soundtrack, Singleplayer, Gore, Difficult, Side Scroller, Platformer, Tower Defense"
582920,From Shadows,Revolt and Rebel,Klabater,23,17,0,"50,000 .. 100,000",178,0,232,0,49,199,75,0,"English, Polish, Russian","Action, Indie","Side Scroller, Vampire, Horror, 2D Fighter, Hack and Slash, 2D Platformer, 2D, Puzzle-Platformer, Platformer, Action RPG, Arcade, Experimental, Action-Adventure, RPG, Linear, Action, Cartoony, Hand-drawn, Stylized, Demons"
330680,Solar Struggle,Z-Software,Z-Software GmbH,5,20,0,"50,000 .. 100,000",226,0,226,0,89,599,85,0,"English, German","Action, Indie","Action, Indie, Arcade, Shoot 'Em Up, Sci-fi, Singleplayer, Fighting, Space, Bullet Hell, 2.5D, Atmospheric, Futuristic, Bullet Time, Controller, Fast-Paced, Aliens, Story Rich, Difficult, Space Sim, 2D"
1529440,Bomb Escape,Thiago Fernandes,TAG Games,1,1,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, French, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America, Portuguese - Portugal","Action, Adventure, Casual, Indie","Singleplayer, Side Scroller, Bullet Hell, 2D Platformer, 2D, Arcade, Casual, Controller, Funny, Cartoony, Runner, Colorful, Shoot 'Em Up, Platformer, Walking Simulator, Action-Adventure, Survival, Score Attack, Pixel Graphics, 1990's"
1399160,御剑飞行射击训练空间,sln,sln,1,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,"English, Not supported, Simplified Chinese","Adventure, Casual, Indie, Racing, Simulation","Flight, Casual, Immersive Sim, Shooter, Swordplay, 3D Vision, Adventure, Score Attack, Simulation, Parkour, Space Sim, Point & Click, Looter Shooter, Bullet Hell, Realistic, Third Person, Combat, Fantasy, VR, 6DOF"
1363810,Astra,DigiPen Europe-Bilbao,DigiPen Institute of Technology,25,18,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Spanish - Spain","Action, Free to Play","Arena Shooter, Action, FPS, Shooter, 3D, First-Person, Space, Free to Play, Aliens, Futuristic, Combat, Singleplayer"
1228430,Pair-a-Site,Elliott Strait,DigiPen Institute of Technology,16,0,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Free to Play, Indie","2D Platformer, Bullet Hell, Visual Novel, Platformer, Shooter, Arcade, Dating Sim, 2D, Psychological Horror, Story Rich, Action, Anime, Free to Play, Indie, Retro, Singleplayer"
1076600,Red Gate,uora,uora,48,157,0,"50,000 .. 100,000",0,0,0,0,299,399,25,0,English,"Action, Adventure, Indie, Early Access","Indie, Action, Adventure, Early Access, 2D, Pixel Graphics, Retro, RPG, Action-Adventure, Top-Down, Cute, Old School, Fantasy, Atmospheric, Stealth, Conversation, Singleplayer, RPGMaker, JRPG, Twin Stick Shooter"
546490,Heart and Seoul,Sapphire Dragon Productions,Sapphire Dragon Productions,38,46,0,"50,000 .. 100,000",310,0,400,0,149,299,50,0,"English, Simplified Chinese","Casual, Simulation","Visual Novel, Casual, Simulation, Anime, Otome, Female Protagonist, Indie, Puzzle, Funny, Dating Sim, Story Rich, Great Soundtrack"
1641060,Castles & Catapults,Magic Lantern,Atari,1,1,0,"50,000 .. 100,000",0,0,0,0,159,799,80,0,English,"Simulation, Strategy","Simulation, Strategy, Board Game, RTS, Tabletop, Turn-Based Strategy, Real Time Tactics, Tactical RPG, Turn-Based Tactics, Isometric, Historical, Medieval, Old School, Retro, Tactical, Singleplayer"
671310,Pararea--Social VR for Everyone (Beta),Metaverse,Metaverse,21,16,0,"50,000 .. 100,000",1,0,1,0,0,0,0,0,"English, Simplified Chinese","Casual, Free to Play, Massively Multiplayer, RPG, Sports, Early Access","Free to Play, Casual, VR, Massively Multiplayer, Early Access, Sports, RPG, Multiplayer, MOBA, Anime, VR Only"
361600,Luna Sky,Vovoid Media Technologies AB,KISS ltd,69,88,0,"50,000 .. 100,000",213,0,279,0,1299,1299,0,0,English,"Action, Adventure, Indie","Indie, Adventure, Action, Singleplayer, Female Protagonist, Atmospheric, Platformer, Metroidvania"
1548890,"Colossus Mission - adventure in space, arcade game",FreeMind S.A.,FreeMind S.A.,6,1,0,"50,000 .. 100,000",0,0,0,0,59,299,80,0,"English, Polish, French, German, Spanish - Spain, Russian","Action, Casual, Indie","Casual, Arcade, Sci-fi, Platformer, Space, Exploration, Aliens, 2D, Puzzle-Platformer, Colorful, Lore-Rich, Fantasy, Atmospheric, Mars, Action, Flight, Underground, Relaxing, Space Sim, Robots"
801020,Golden Dungeons,GD Studio,AFBIK Studio,51,55,0,"50,000 .. 100,000",1,0,1,0,28,99,72,0,English,"Action, Casual, Indie","Action, Indie, Casual"
1894770,Bloody Forest,Louys,Louys Inc,6,11,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0,English,"Action, Adventure, Indie","Action, First-Person, Horror, Survival Horror, Dark, Supernatural, Survival, Online Co-Op, Adventure, Multiplayer, Co-op, Action-Adventure, Choose Your Own Adventure, FPS, 3D, Realistic, PvP, Artificial Intelligence, PvE, Team-Based"
798930,Swing Dunk (Beta),BucketPlay.inc,BucketPlay.inc,51,14,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Korean","Action, Casual, Free to Play, Indie, Racing, Sports","Sports, Action, Indie, Casual, Racing, Free to Play, Online Co-Op, Multiplayer, Basketball, Competitive"
429060,Zombie Wars: Invasion,DNZY Games,My Way Games,60,53,0,"50,000 .. 100,000",127,0,135,0,37,199,81,0,English,"Casual, Indie, Strategy","Strategy, Indie, Casual, Tower Defense, Zombies"
803220,Winions: Mana Champions,Fuero Games,Fuero Games,54,54,0,"50,000 .. 100,000",143,0,143,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Turkish","Action, Free to Play, Strategy","Free to Play, Strategy, Action"
863560,Slime CCG,Kody Stone,Sedoc LLC,35,54,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,Free to Play,"Free to Play, Card Game, Strategy, Singleplayer, Multiplayer, Trading Card Game, Replay Value, Abstract, Cartoony, Atmospheric, Difficult, PvP, Surreal, Fantasy, Turn-Based, Simulation, Indie"
512410,69 Ways to Kill a Zombie,Wadup Games,Trinity Project,6,16,0,"50,000 .. 100,000",137,0,274,0,49,99,51,0,English,"Action, Adventure, Casual, Indie, Simulation","VR, Zombies, FPS, Fighting, Indie, Simulation, Adventure, Horror, Action, Arcade, Point & Click, Shooter, 3D Fighter, On-Rails Shooter, Arena Shooter, Survival Horror, Voxel, First-Person, Pixel Graphics, Illuminati"
