appid,name,developer,publisher,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
370710,Last Heroes,Warfare Studios,Aldorlea Games,63,29,0,"50,000 .. 100,000",244,0,244,0,38,299,87,0,English,"Adventure, Casual, Indie, RPG","Adventure, RPG, Indie, Casual, RPGMaker, JRPG, Anime"
348450,Lex Mortis,Denis Esie,Denis Esie,72,84,0,"50,000 .. 100,000",232,0,230,0,249,499,50,0,English,"Action, Adventure, Indie","Action, Adventure, Indie, Horror, Open World, Walking Simulator"
514480,Fantastic Checkers 2,EnsenaSoft,EnsenaSoft,37,63,0,"50,000 .. 100,000",260,0,317,0,49,99,51,0,English,"Casual, Strategy","Casual, Strategy, Board Game"
345640,Block Legend DX,Hanaji Games,"Hanaji Games, Gamera Game",75,51,0,"50,000 .. 100,000",61,0,61,0,49,499,90,0,"English, Japanese, Simplified Chinese, Traditional Chinese","Adventure, RPG","Adventure, RPG, Puzzle, Match 3"
34275,Gain Ground,SEGA,SEGA,6,0,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,Strategy,Strategy
1090580,Gamehunt,IOAN,GAMEHUNT,13,5,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Action, Adventure, Casual, Indie, RPG","Action, Indie, Adventure, Casual, RPG, Platformer"
468320,Mini Golf Mundo,EnsenaSoft,EnsenaSoft,72,77,0,"50,000 .. 100,000",233,0,278,0,149,299,50,0,English,Casual,"Casual, Mini Golf, Golf"
1377680,CROSSFIRE II (2002),Dreamworlds,1999UEM,7,0,0,"50,000 .. 100,000",0,0,0,0,199,399,50,0,"English, German","Action, Indie","Action, Space Sim, Retro, Top-Down Shooter, Shooter, Space, Arcade, Singleplayer, Top-Down, Aliens, Narration, Indie, Combat, 2D, Linear, PvP, Local Multiplayer"
1527710,Earth Elements,Jack G,Jack G,1,2,0,"50,000 .. 100,000",0,0,0,0,799,799,0,0,English,Strategy,"Strategy, Crafting, Mining, Colony Sim, Grid-Based Movement, Resource Management, Inventory Management, Management, 2D, 2D Platformer, Pixel Graphics, Base-Building, Exploration, Perma Death, Survival, Building, Relaxing, Procedural Generation, Logic, Singleplayer"
1331120,Kármán line: the edge of war,CASTLE BRAVO,CASTLE BRAVO,8,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Simplified Chinese, Traditional Chinese","Casual, Free to Play, Indie, Strategy","Strategy, PvP, Turn-Based Tactics, Tactical, Sci-fi, Military, Multiplayer, Card Game, Board Game, Free to Play, Casual, Wargame, Indie, Early Access, Card Battler, 3D, Hex Grid, Turn-Based Strategy, MOBA, Jet"
491770,Deformers,Ready At Dawn,"GameTrust Games, Ready At Dawn",55,123,0,"50,000 .. 100,000",25,0,25,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil",Action,"Action, Multiplayer, Funny"
497100,FootRock,diman production,diman production,66,27,0,"50,000 .. 100,000",231,0,276,0,99,99,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian","Action, Adventure, Casual, Indie, Sports","Sports, Casual, Action, Adventure, Indie"
246740,Huntsman: The Orphanage (Halloween Edition),ShadowShifters,ShadowShifters,76,185,0,"20,000 .. 50,000",12,0,12,0,899,899,0,0,English,"Action, Adventure, Indie","Adventure, Horror, Indie, Action, First-Person"
727450,Beats Of Fury,Bubble Head Games,Gamera Games,41,5,0,"50,000 .. 100,000",0,0,0,0,468,699,33,0,"English, Simplified Chinese, Japanese, Spanish - Latin America","Action, Indie, Early Access","Rhythm, Bullet Hell, Difficult, Music, Top-Down Shooter, Shoot 'Em Up, 2D, Arcade, Action, Top-Down, Controller, Atmospheric, Singleplayer, Indie, Early Access, Rock Music, Electronic Music, Great Soundtrack"
1500650,Cyber Girl,CyberDesktopSoft,CyberDesktopSoft,9,11,0,"50,000 .. 100,000",0,0,0,0,399,399,0,0,English,"Action, Casual, Indie, RPG, Simulation","Casual, Action, Simulation, Nudity, Sexual Content, Cyberpunk, RPG, Action RPG, Artificial Intelligence, Character Customization, Rhythm, Character Action Game, 3D Platformer, Steampunk, Realistic, Female Protagonist, Stylized, Relaxing, Space, Sci-fi"
469930,Pandum online,Electronic Experience,Electronic Experience,29,31,0,"50,000 .. 100,000",6,0,6,0,0,0,0,0,"English, French, Spanish - Spain","Free to Play, Indie, Massively Multiplayer, RPG","Free to Play, Massively Multiplayer, RPG, Indie, Arcade, MMORPG, Open World, Villain Protagonist, MOBA, Party-Based RPG, Hack and Slash, 3D, Anime, Dark Fantasy, Gore, PvP, Character Customization, Crafting, PvE, Multiplayer"
2168000,Trader of the Night,Notovia,Notovia,4,1,0,"50,000 .. 100,000",0,0,0,0,699,699,0,0,English,"Indie, Simulation","Simulation, Economy, Capitalism, Horror, Psychological Horror, Cyberpunk, Dark Comedy, Puzzle, Immersive Sim, Stylized, Dystopian , Management, Time Management, Sci-fi, Funny, Atmospheric, Sokoban, Illuminati, Singleplayer, Assassin"
703870,Make a word!,Educational Games,Educational Games,28,14,0,"50,000 .. 100,000",0,0,0,0,49,199,75,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Greek, Simplified Chinese, Portuguese - Portugal, Russian, Turkish, Japanese","Casual, Indie","Casual, Indie"
1020520,Hellink,Ikigai,Ikigai,44,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, French",Indie,"Indie, Free to Play, Visual Novel, Text-Based, Sci-fi, Female Protagonist, Singleplayer, Point & Click, 2D, Cyberpunk, Story Rich, Science, Narration, Investigation, Interactive Fiction, Choose Your Own Adventure, Cartoony, Comic Book, Colorful, Education"
1922880,Fun Quest,Jirobobo, Gales Corp. ,10,1,0,"50,000 .. 100,000",0,0,0,0,109,1099,90,0,English,"Casual, Indie","2D, Singleplayer, Indie, Pixel Graphics, Adventure, Casual, Perma Death, Difficult"
1406900,のっぺらぼう,ANFWorks,ANFWorks,5,3,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,Japanese,"Action, Adventure, Indie, Simulation","Horror, Action, Adventure, 3D, First-Person, Singleplayer, Exploration, Indie, Simulation"
1098190,VersaillesVR | the Palace is yours,"Google Arts and Culture, makemepulse",Château de Versailles,82,30,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, French, Simplified Chinese",Simulation,"Simulation, VR, Free to Play"
886470,Another Otter,PepoLab,PepoLab,82,41,0,"50,000 .. 100,000",0,0,0,0,49,99,51,0,English,"Casual, Indie","Indie, Casual"
526750,The Gleam: VR Escape the Room,,Aegon Games Ltd,18,36,0,"50,000 .. 100,000",263,0,263,0,399,399,0,0,English,,"Adventure, Indie, Horror, Strategy, Casual, Gore, Violent, VR, Escape Room"
382570,Glass Wing,From Soy Sauce LLC,From Soy Sauce LLC,83,96,0,"50,000 .. 100,000",8,0,16,0,0,0,0,0,"English, Japanese, Russian","Action, Adventure, Indie","Adventure, Action, Indie, Female Protagonist, Puzzle-Platformer, Horror, 3D Platformer"
238870,Citadels,Games Distillery s.r.o.,HandyGames,68,394,0,"50,000 .. 100,000",1,0,1,0,1499,1499,0,1,"English, German, French, Italian, Spanish - Spain, Russian","Action, Strategy","Strategy, Action, Medieval, RTS"
1359900,Gone Golfing,Icehelm, Icehelm,77,17,0,"50,000 .. 100,000",121,0,121,0,249,499,50,0,English,"Action, Adventure","Horror, Survival Horror, Atmospheric, Physics, Action-Adventure, First-Person, Story Rich, Mystery, Dark Humor, Psychological Horror, Psychological, Singleplayer, Adventure, Action, Old School, Retro, Survival"
370620,Onyx,Valkyria Games,Valkyria Games,18,10,0,"50,000 .. 100,000",0,0,0,0,49,499,90,0,English,"Adventure, Casual, Indie, RPG","Adventure, Casual, RPG, Indie, RPGMaker, Anime, Female Protagonist, Exploration, JRPG, Funny"
1389420,Luise and Secret Basement Rooms,"Gotcha Gotcha Games, KADOKAWA",Gotcha Gotcha Games,0,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Japanese",RPG,"RPG, Adventure, Action RPG, JRPG, 2D, Fantasy, Turn-Based Tactics, Singleplayer"
587460,Knightfall: Rivals,Behaviour Interactive Inc.,Behaviour Interactive Inc.,58,42,0,"50,000 .. 100,000",13,0,13,0,0,0,0,0,"English, French, German, Spanish - Spain","Casual, Free to Play, Strategy","Free to Play, Strategy, Casual, Card Game"
1393970,My Jigsaw Adventures - The Source of Power,CCS,CCS,17,0,0,"50,000 .. 100,000",0,0,0,0,124,499,75,0,English,"Casual, Indie","Casual, Adventure, Puzzle, Singleplayer, Sci-fi, 2D, Space, Colorful, Narration, Cute, Hand-drawn, Story Rich, Atmospheric, Dark, Detective, Aliens, Military, Linear, Indie"
1385190,After The War,piratecat games,piratecat games,6,16,0,"50,000 .. 100,000",0,0,0,0,49,499,90,0,"English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Portuguese - Portugal, Russian, Turkish","Action, Adventure, Casual, Free to Play, Indie, Simulation","Action, Simulation, Open World, Open World Survival Craft, FPS, Life Sim, 3D, 3D Vision, First-Person, Realistic, Colorful, Stylized, Survival, World War II, Investigation, Military, Stealth, Dark, War, Management"
584780,Operation swat,WhackAKey Games,Big Black Bear,25,29,0,"50,000 .. 100,000",250,0,264,0,49,99,51,0,English,"Action, Strategy","Action, Strategy, FPS, Shooter, Team-Based, Violent, First-Person, Psychological, Modern, Tactical, Military, Survival, Singleplayer, Indie, Horror, Psychological Horror, Female Protagonist, Memes, Multiplayer, Anime"
1497180,Nemesis: Race Against The Pandemic,OrphicCosmos,"OrphicCosmos, Angels And Demons",17,19,0,"50,000 .. 100,000",0,0,0,0,39,399,90,0,"English, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Portugal, Simplified Chinese, Turkish, Russian","Action, Indie","Indie, Action, Third-Person Shooter, Realistic, Tactical, Military, Shooter, Combat, Wargame, War, 3D, Singleplayer, Nature, Action Roguelike, Gore, Bullet Hell, 3D Fighter, Violent"
1547470,PewPew!,INFINITE BRIDGE,INFINITE BRIDGE,6,3,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Action, Casual, Indie, Simulation","Casual, Simulation, Action, Arcade, Space Sim, Shooter, Shoot 'Em Up, On-Rails Shooter, Bullet Hell, Top-Down Shooter, 2D, Top-Down, Minimalist, Pixel Graphics, Colorful, 1980s, Futuristic, Survival, Aliens, Space"
638060,Majestic Trials,Alpha Strike Games Limited,Alpha Strike Games Limited,9,1,0,"50,000 .. 100,000",0,0,0,0,749,1499,50,0,English,"Adventure, Indie, RPG, Strategy","Indie, Retro, Turn-Based Tactics, Fantasy, Magic, Dungeon Crawler, Rogue-lite, Hand-drawn, Tactical RPG, Strategy, Adventure, Tactical, Turn-Based Strategy, Top-Down, Old School, Character Customization, Singleplayer, Loot, Cute, RPG"
1193200,K37-D,ShadowBlade Games,ShadowBlade Games,3,0,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0,English,"Action, Adventure, Indie","Sci-fi, Shooter, Atmospheric, Space, Multiple Endings, Retro, Mystery, Science, Puzzle, First-Person, Choices Matter, Futuristic, FPS, Horror, Tanks, Crafting, Pixel Graphics, Action, Adventure, Indie"
403980,World Ship Simulator,Odin Game Studio,Excalibur Publishing,53,197,0,"50,000 .. 100,000",8,0,16,0,999,1999,50,0,English,Simulation,"Simulation, Naval, Open World, Realistic, Singleplayer, Fishing, Management, Driving, Adventure, Family Friendly"
262650,RaySupreme 3D,BrainDistrict,BrainDistrict,17,31,0,"50,000 .. 100,000",71,0,71,0,0,0,0,0,English,Animation & Modeling,Animation & Modeling
2145560,Imaginefield 2042,ImagineGame,ImagineGame,3,5,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Simplified Chinese, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Arabic, Korean","Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Simulation, Early Access","Early Access, Racing, Action, RPG, Adventure, Open World, Military, Arcade, Parody , Shoot 'Em Up, Sniper, Zombies, Survival, Post-apocalyptic, War, PvP, Third-Person Shooter, FPS, Massively Multiplayer, Third Person"
42920,The Kings' Crusade,NeoCoreGames,Paradox Interactive,58,89,0,"50,000 .. 100,000",1241,0,1241,0,249,999,75,0,English,Strategy,"Strategy, Medieval, RTS"
594720,Star Merchant,SimProse Studios,Trinity Project,58,36,0,"50,000 .. 100,000",269,0,253,0,49,99,51,1,English,"Casual, Indie, Simulation, Strategy","Strategy, Simulation, Indie, Casual, Turn-Based Strategy, Space, Sci-fi, Abstract, Resource Management, Management"
996000,Dark Data,"Enlightened Realm, Pixelfoot Games",The Incubator,24,1,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,0,"English, French, German, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America","Action, Indie","Action, Indie, FPS, Retro, Split Screen, Sci-fi, Shooter, 4 Player Local, 1990's, Local Multiplayer, Cyberpunk, 3D, First-Person, Old School, Aliens, Conspiracy, Dark, Demons, Dystopian , Futuristic"
273820,Mining & Tunneling Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH,27,104,0,"50,000 .. 100,000",36,0,36,0,99,999,90,0,"English, French, German, Dutch, Hungarian, Polish",Simulation,"Simulation, Mining"
1354270,Match Match Mania!,Dashing Cape,Dashing Cape,2,0,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0,English,"Action, Indie, Sports, Strategy","Strategy, Local Multiplayer, FPS, Match 3, Action, MOBA, Puzzle, Multiplayer, First-Person, PvP, Resource Management, Shooter, Economy, Futuristic, Management, Space, Sports, Singleplayer, Family Friendly, Funny"
302370,Tex Murphy: Overseer,Access Software,Nightdive Studios,20,20,0,"20,000 .. 50,000",0,0,0,0,749,999,25,0,English,Adventure,"Adventure, FMV, Detective, Noir, Classic, Point & Click, 1990's, Post-apocalyptic, First-Person, Cyberpunk, Dystopian , Sci-fi, Comedy, Atmospheric"
2203610,Ants of Duty,Mintuko Studios,DiOD™,14,0,0,"50,000 .. 100,000",0,0,0,0,59,99,40,0,English,Indie,"Tower Defense, Difficult, 2D, Base-Building, Choices Matter, Casual, Economy, Indie, Atmospheric, Singleplayer"
1395310,World of Soccer RELOADED,"JoneH, Dominik, Bonança, domi383",Wos Dev Team,77,32,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Free to Play, Indie, Massively Multiplayer, Sports","Sports, Massively Multiplayer, Competitive, Football, Free to Play, Soccer, Team-Based, Cartoony, Multiplayer, Online Co-Op, Indie, Arcade, Fast-Paced, Top-Down, Strategy, PvP, Co-op"
714240,SWARMRIDER OMEGA,Walter Machado,Walter Machado,71,17,0,"50,000 .. 100,000",2,0,2,0,99,99,0,0,English,"Action, Indie","Indie, Action, Arcade, Retro, Pixel Graphics, Fast-Paced, Cyberpunk, Twin Stick Shooter, Rhythm, Bullet Hell, Hack and Slash, Shoot 'Em Up, Action Roguelike, Rogue-lite, 2D, Isometric, Top-Down, Stylized, Minimalist, Dystopian "
632200,Kuro survival,Phuong Nguyen,nlfastudio,35,17,0,"50,000 .. 100,000",210,0,210,0,55,99,44,0,English,"Action, Adventure, Casual, Indie","Action, Adventure, Indie, Casual"
634070,Murnatan,AAAGAMES,AAAGAMES,68,41,0,"50,000 .. 100,000",3,0,3,0,0,0,0,0,English,"Action, Free to Play, Indie, Early Access","Free to Play, Action, Indie, Early Access, FPS, Multiplayer"
778850,Please close the doors,Koyotis Studio,КиКо,50,43,0,"50,000 .. 100,000",0,0,0,0,49,499,90,0,"English, Russian",Indie,"Indie, Detective, Zombies, Thriller, RPGMaker, Pixel Graphics, 2D, Visual Novel, Survival Horror, Singleplayer, Violent, Adventure, RPG, JRPG, Anime, Psychological Horror, Retro, Horror, 1980s, Gore"
767810,Amaze: Interactive VR Movies,"AmazeVR, Inc","AmazeVR, Inc",60,23,0,"50,000 .. 100,000",33,0,33,0,0,0,0,0,"English, Spanish - Spain, Japanese, Korean","Animation & Modeling, Utilities, Video Production","Nudity, Utilities, Video Production, Animation & Modeling, VR, Addictive, VR Only"
618490,Mr Blaster,ENTERi,Forever Entertainment S. A.,31,22,0,"50,000 .. 100,000",0,0,0,0,133,199,33,0,English,"Action, Casual, Indie","Action, Indie, Casual"
546660,Operation Breakout,"SGTTB_Studios, Phanom Games","SGTTB_Studios, Phanom Games",35,51,0,"50,000 .. 100,000",298,0,303,0,899,899,0,0,English,"Action, Adventure, Massively Multiplayer","Action, Massively Multiplayer, Adventure, FPS"
200410,SOL: Exodus,"Bit Planet Games, LLC","Bit Planet Games, LLC",54,52,0,"50,000 .. 100,000",55,0,55,0,799,799,0,0,English,"Action, Indie, Simulation","Indie, Action, Simulation, Space, Space Sim"
1313330,HEDE Game Engine,Hede Games,Hede Games,0,6,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,English,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy, Early Access","Early Access, Action Roguelike, Programming, Education, Heist, 2D Platformer, 2D Fighter, Rogue-lite, Casual, Exploration, Sandbox, Open World, PvE, Platformer, Experimental, Arcade, Rogue-like, RPG, Strategy, Economy"
1756320,DREAMVIBE,Star Dragon,Star Dragon,12,3,0,"50,000 .. 100,000",0,0,0,0,1049,1499,30,0,English,"Action, Indie, Early Access","Early Access, Colorful, Rhythm, Music, Music-Based Procedural Generation, Indie, Abstract, Moddable, Sports, Level Editor, Casual, Anime, Action, Psychedelic, Singleplayer, Relaxing, Futuristic, Cute, Cinematic, Emotional"
434160,A Hole New World,MadGearGames,MadGearGames,68,18,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Spanish - Latin America","Action, Indie","Action, Indie, Pixel Graphics, Retro, Difficult, Platformer, Singleplayer, Funny, Adventure, 1980s, 2D"
965990,Destiny's Sword,2Dogs Games Ltd.,Bonus Stage Publishing,7,3,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0,English,"Adventure, Indie, RPG, Simulation, Strategy, Early Access","Early Access, Dynamic Narration, Sci-fi, Choices Matter, Adventure, Simulation, Story Rich, Psychological, Cinematic, Futuristic, Singleplayer, Space, Choose Your Own Adventure, Hidden Object, Interactive Fiction, RPG, Visual Novel, Space Sim, Female Protagonist, Character Customization"
345440,Vapour,"Skobbejak Games, Skermunkel","Skermunkel, Skobbejak Games",69,105,0,"50,000 .. 100,000",303,0,334,0,99,999,90,0,English,"Action, Adventure, Indie","Indie, Adventure, Action, Gore, Horror, First-Person, Singleplayer, Experimental, Atmospheric, Difficult, Exploration, Survival, Puzzle, FPS, Dark, Great Soundtrack, Medieval, Demons, Shooter, Metroidvania"
487250,Spaera,Blazing Orb LLC,Blazing Orb LLC,57,65,0,"20,000 .. 50,000",98,0,98,0,999,999,0,0,English,"Casual, Indie, Early Access","Casual, Indie, Early Access, Puzzle, Competitive, Match 3"
798380,Debtor,SharkGame,Garage Games,74,27,0,"50,000 .. 100,000",144,0,144,0,49,199,75,0,English,"Action, Adventure, Indie","Indie, Action, Adventure"
1002850,古战三国 Ancient War: Three Kingdoms,Ancient War Studios,Ancient War Studios,74,45,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Simplified Chinese","Free to Play, Indie, RPG, Simulation, Strategy, Early Access","Strategy, Indie, Free to Play, Early Access, RPG, Simulation, Historical, Turn-Based"
836790,Dr. Pills,Bullid Games,Bullid Games,20,21,0,"50,000 .. 100,000",0,0,0,0,49,199,75,0,English,"Casual, Indie","Indie, Casual"
1471250,Orion: The Eternal Punishment,Frogames SL,Juan Gabriel Gomila,14,7,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Adventure, Indie","FPS, Retro, Exploration, First-Person, Arena Shooter, Shooter, Metroidvania, Shoot 'Em Up, Bullet Time, 3D, Singleplayer, Pixel Graphics, Sailing, Colorful, Fast-Paced, Atmospheric, Action, Sci-fi, Physics, Steampunk"
1483600,逢魔之時,小狐狸工作室,小狐狸工作室,2,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Traditional Chinese","Action, Free to Play, Indie, RPG","Action, RPG, Action RPG, CRPG, 2D, 3D, Mythology, Free to Play, Indie, Linear, Singleplayer"
208640,Midnight Mysteries 4: Haunted Houdini,MumboJumbo,MumboJumbo,73,10,0,"50,000 .. 100,000",263,0,526,0,999,999,0,0,English,"Adventure, Casual","Adventure, Casual, Hidden Object, Puzzle"
1173950,Debugger 3.16 // Recoded // Despair of the Developer Edition,Spiderwork Games,Spiderwork Games,11,5,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, German","Action, Adventure, Free to Play, Indie","Action, Adventure, Metroidvania, 2D Platformer, Mining, Logic, Puzzle-Platformer, Co-op, Singleplayer, Programming, 2D, Platformer, Hand-drawn, Dynamic Narration, Comedy, Sci-fi, Game Development, Character Customization, Hacking, Choices Matter"
963210,Another Sight - Hodge's Journey,Lunar Great Wall Studios,Fish Eagle,56,30,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Simplified Chinese","Action, Adventure, Casual, Indie","Indie, Casual, Action, Adventure, 2.5D, Atmospheric, Steampunk, Singleplayer, Mystery, Short, Dark, Puzzle-Platformer, Platformer, Puzzle, Free to Play, Cats"
517010,Aztecalypse,Displacement Studios,Displacement Studios,28,31,0,"50,000 .. 100,000",249,0,269,0,99,99,0,0,English,"Violent, Gore, Action, Adventure, Indie","Indie, Action, Adventure, Gore, Violent, Horror, Zombies"
1370950,Out of Oblivion,Writegg,Writegg,10,6,0,"50,000 .. 100,000",0,0,0,0,99,199,50,0,"English, Russian","Action, Indie","Horror, Demons, Zombies, FPS, First-Person, Puzzle, Exploration, Action, Atmospheric, Dark, Hidden Object, Mystery Dungeon, Spectacle fighter, Investigation, 3D, FMV, Cinematic, Underground, Supernatural, Parody "
1470660,Amborettio,Wanech,Wanech,2,0,0,"50,000 .. 100,000",0,0,0,0,49,499,90,0,English,"Adventure, Indie, RPG, Strategy","CRPG, Survival Horror, Dungeon Crawler, Tutorial, Building, Mining, RPG, Survival, Strategy, Action RPG, 2D, Top-Down, Alternate History, Post-apocalyptic, Surreal, Nonlinear, Procedural Generation, Sci-fi, Atmospheric, Crafting"
372490,GROOVY,SGS Team,SGS Team,73,47,0,"50,000 .. 100,000",155,0,163,0,599,599,0,0,"English, French, Italian, German, Spanish - Spain, Hungarian, Simplified Chinese, Polish, Portuguese - Brazil, Russian, Turkish, Ukrainian","Action, Adventure, Indie, Racing, Sports, Strategy","Indie, Action, Strategy, Racing, Adventure, Sports, Platformer, Puzzle, 3D Platformer, Puzzle-Platformer, Controller, Casual, Arcade, 3D, Abstract, Third Person, Colorful, Logic, Retro, Robots"
508200,Bacon Tales - Between Pigs and Wolves,Uruca Game Studio,Uruca Game Studio,29,15,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"English, Portuguese - Brazil","Casual, Indie, Strategy","RTS, Tower Defense, Casual, Indie, 2D, Fantasy, Funny, Adventure, Action, Action-Adventure, Strategy, Trading Card Game, Cartoony, Hand-drawn, Colorful, Management, Singleplayer, Tactical, Werewolves, Deckbuilding"
1489400,Fortuito: Lost History,FabioPDJ,FabioPDJ,38,10,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Portuguese - Brazil, French, Spanish - Spain, German","Action, Adventure, Indie","Adventure, Puzzle, Action-Adventure, FPS, 3D, First-Person, 1990's, Demons, Mystery, Retro, Supernatural, Dark, Surreal, Horror, Psychological Horror, Zombies, Linear, Singleplayer, Violent, Action"
493780,Nightork Adventures - Beyond the Moons of Shadalee,Warptear Entertainment,Warptear Entertainment,24,29,0,"50,000 .. 100,000",92,0,177,0,0,0,0,0,English,"Action, Indie, Simulation","Action, Simulation, Arcade, Shooter, Third-Person Shooter, Colorful, Voxel, Procedural Generation, Space, Demons, Sci-fi, Futuristic, Level Editor, Indie, Free to Play, 3D, Third Person, Singleplayer, Bullet Hell, Combat"
2191180,Little Devil,QUIKGAMES,QUIKGAMES,2,1,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"English, Turkish","Action, Adventure, Indie","Indie, Horror, Multiplayer, Co-op, Online Co-Op, Action, Psychological Horror, First-Person, Dark, Thriller, PvE, Singleplayer, Gore, Survival Horror, Survival, Atmospheric, Puzzle, Difficult, PvP, Mystery"
908620,Manipulate: Sacrifice,MELPYA,MELPYA,3,5,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, Turkish","Adventure, Indie","Puzzle, Action, Action-Adventure, Interactive Fiction, Thriller, Drama, Horror, Investigation, FPS, Realistic, 3D, Cinematic, Mystery, Psychological, Psychological Horror, Emotional, Magic, Time Travel, Story Rich, Stealth"
1280700,Drekirokr - Dusk of the Dragon,Ragnarökr Project,Ragnarökr Project,17,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Spanish - Spain, Spanish - Latin America","Indie, RPG, Early Access","Story Rich, Indie, RPG, Female Protagonist, Open World, Post-apocalyptic, Party-Based RPG, JRPG, Fantasy, Pixel Graphics, Turn-Based Combat, Sci-fi, Singleplayer, 2D, Free to Play, RPGMaker, Retro, Early Access"
347630,16 Bit Arena,16bitarena.com,16bitarena.com,42,24,0,"50,000 .. 100,000",1,0,1,0,0,0,0,0,English,"Action, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Free to Play, Massively Multiplayer, RPG, Casual, Indie, Strategy, Action, Pixel Graphics, Fighting, Retro, Card Game, Anime"
1369800,Spaceslingers,RefresherTowel,RefresherTowel,4,0,0,"50,000 .. 100,000",0,0,0,0,599,799,25,0,English,"Action, Casual, Indie, Simulation","Competitive, Time Manipulation, Space, Physics, Difficult, Flight, Space Sim, Arcade, Simulation, 2D, Top-Down, Action, Dark Humor, Dystopian , Relaxing, Sci-fi, Realistic, Aliens, Puzzle, Level Editor"
604190,Storm Riders,"Mokylin Tech. Co.,Ltd",101XP,60,307,0,"50,000 .. 100,000",15,0,15,0,0,0,0,0,English,"Action, Free to Play, Massively Multiplayer, RPG","Massively Multiplayer, Free to Play, Action, RPG"
1233460,Star Escape,Ampersand Game Studios,Ampersand Game Studios,1,1,0,"50,000 .. 100,000",0,0,0,0,299,499,40,0,English,"Action, Casual, Racing","Competitive, 4 Player Local, Bullet Hell, Platformer, Difficult, 2D, PvP, Side Scroller, Singleplayer, Space, Cartoon, Robots, Flight, Arcade, Racing, PvE, Local Multiplayer, Aliens, Sci-fi, Procedural Generation"
1393220,Electrify,Electrify,Electrify,1,4,0,"50,000 .. 100,000",0,0,0,0,400,400,0,0,English,"Indie, Simulation, Strategy","Simulation, Puzzle, Sandbox, Experimental, Point & Click, Puzzle-Platformer, Programming, Grand Strategy, Education, 2D, Pixel Graphics, Isometric, Realistic, Voxel, Top-Down, Relaxing, Game Development, Logic, Physics, Building"
1202100,Bodyless,Virtual and Physical Media Integration Association of Taiwan,Virtual and Physical Media Integration Association of Taiwan,43,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0,"English, Traditional Chinese","Adventure, Free to Play, Indie, Game Development","Free to Play, Indie, Adventure, VR, Story Rich, Casual, Experimental, Exploration, Atmospheric, Singleplayer, Historical, Game Development, VR Only"
