appid,name,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,languages,genres,tags
994280,古剑奇谭三(Gujian3),"上海烛龙信息科技有限公司, Aurogon Shanghai",北京网元圣唐娱乐科技有限公司,33496,5380,"10,000,000 - 20,000,000",1121,372,483,372,9.99,1265,"Simplified Chinese, English, Traditional Chinese, Japanese",RPG,"RPG, Story Rich, Action RPG, Martial Arts, Singleplayer, Open World, Action, Fantasy, Third Person, Drama, Hack and Slash, Adventure, Souls-like, Mythology, Anime, Great Soundtrack, Multiplayer"
996470,eFootball  PES 2020,Konami Digital Entertainment,Konami Digital Entertainment,18414,7677,"10,000,000 - 20,000,000",3872,289,818,289,9.99,1075,"English, French, Italian, German, Spanish - Spain, Dutch, Greek, Turkish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean",Sports,"Sports, Soccer, Multiplayer, Singleplayer, Free to Play, Football, Simulation, Online Co-Op, Realistic, Local Multiplayer, Open World, Controller, Co-op, Psychological Horror"
996580,Spyro Reignited Trilogy,"Toys for Bob, Iron Galaxy",Activision,13253,646,"10,000,000 - 20,000,000",602,85,247,85,9.99,215,"English, French, Italian, German, Spanish - Spain, Arabic, Danish, Dutch, Finnish, Norwegian, Polish, Portuguese - Brazil, Spanish - Latin America, Swedish","Action, Adventure","Adventure, 3D Platformer, Dragons, Remake, Action, Classic, Family Friendly, Singleplayer, Cute, Platformer, Colorful, Fantasy, Cult Classic, Great Soundtrack, Casual, Cartoony, Collectathon, Atmospheric, Third Person, Funny"
997070,Marvel's Avengers,"Crystal Dynamics, Eidos-Montréal, Nixxes",Square Enix,16633,8275,"10,000,000 - 20,000,000",1287,200,824,200,9.99,628,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure, RPG","Action, Adventure, RPG, Superhero, Multiplayer, Open World, Online Co-Op, Singleplayer, Cinematic, Comic Book, Third Person, Loot, Sci-fi, Co-op, PvE, Fantasy, Combat, Team-Based, Story Rich, Co-op Campaign"
999220,Amnesia: Rebirth,Frictional Games,Frictional Games,4373,1318,"10,000,000 - 20,000,000",268,33,417,33,9.99,37,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese","Adventure, Indie","Story Rich, Horror, Atmospheric, Adventure, Survival Horror, Psychological Horror, Mystery, First-Person, Singleplayer, Walking Simulator, Indie, Puzzle, Female Protagonist, Moddable, Lovecraftian, Dark, Exploration, Physics, Stealth, Action"
999730,Secret Neighbor Beta,"Hologryph, Dynamic Pixels",tinyBuild,2454,495,"10,000,000 - 20,000,000",117,0,42,0,9.99,0,English,"Action, Adventure, Indie","Multiplayer, Horror, Free to Play, Action, Adventure, Indie, Co-op, Puzzle"
1012880,60 Seconds! Reatomized,Robot Gentleman,Robot Gentleman,6077,376,"10,000,000 - 20,000,000",131,23,139,25,9.99,121,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Turkish","Adventure, Casual, Indie, Simulation, Strategy","Strategy, Simulation, Casual, Survival, Adventure, Post-apocalyptic, Indie, Choices Matter, Singleplayer, Comedy, Funny, Choose Your Own Adventure, Dark Comedy, Difficult, Remake, Horror, Point & Click, Rogue-lite, Text-Based, Cartoon"
1013320,Firestone Idle RPG,Holyday Studios,Holyday Studios,3101,773,"10,000,000 - 20,000,000",5014,0,7494,0,9.99,1646,"English, German, Spanish - Spain, Greek, Portuguese - Brazil, Russian, Simplified Chinese, French, Japanese, Korean, Polish, Traditional Chinese, Turkish, Danish, Finnish, Swedish","Adventure, Free to Play, Indie, RPG, Early Access","Strategy, Action, Free to Play, Adventure, RPG, Indie, Early Access, Casual, Simulation, Survival, Card Game, Fantasy, MMORPG, Co-op, Online Co-Op, 2D, Multiplayer, Clicker, Combat, Dragons"
1015500,WWE 2K20,Visual Concepts,2K,2230,3105,"10,000,000 - 20,000,000",777,0,745,0,9.99,195,"English, French, Italian, German, Spanish - Spain, Arabic","Simulation, Sports","Sports, Simulation, Fighting, Multiplayer, Character Customization, Wrestling"
1016920,Unrailed!,Indoor Astronaut,"Daedalic Entertainment, bilibili(China)",10640,776,"10,000,000 - 20,000,000",416,66,250,124,9.99,603,"English, French, German, Simplified Chinese, Korean, Portuguese - Brazil, Russian, Traditional Chinese, Italian, Spanish - Spain, Japanese, Polish, Turkish, Spanish - Latin America, Czech","Action, Casual, Indie","Open World Survival Craft, Casual, Co-op, Multiplayer, Local Co-Op, Action, Online Co-Op, Trains, Local Multiplayer, Procedural Generation, Indie, Funny, 4 Player Local, Voxel, Family Friendly, Survival, Isometric, Controller, Competitive, Cute"
1017900,Age of Empires: Definitive Edition,"Forgotten Empires, Tantalus",Xbox Game Studios,7039,1458,"10,000,000 - 20,000,000",816,0,246,0,9.99,707,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Vietnamese",Strategy,"Strategy, RTS, Multiplayer, City Builder, Base-Building, Historical, Singleplayer, Classic, Remake, Medieval, Story Rich, Great Soundtrack, Real-Time, Co-op, Action"
1022450,War Selection,Glyph Worlds,Glyph Worlds,11492,1677,"10,000,000 - 20,000,000",0,0,0,0,9.99,944,"English, Russian, German, Spanish - Spain, French, Simplified Chinese, Danish, Polish, Italian, Czech, Korean, Portuguese - Brazil, Turkish, Dutch","Free to Play, Indie, Massively Multiplayer, Strategy, Early Access","Strategy, Free to Play, Base-Building, RTS, Multiplayer, Military, Massively Multiplayer, Online Co-Op, War, Singleplayer, PvP, Survival, Historical, Co-op, Indie, Management, PvE, Early Access, Atmospheric, Replay Value"
1024380,Second Extinction,Systemic Reaction™,Systemic Reaction™,3471,1297,"10,000,000 - 20,000,000",345,0,235,0,9.99,56,"English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Portuguese - Brazil","Action, Early Access","Action, Dinosaurs, FPS, Co-op, Violent, Gore, Early Access, Open World, Hack and Slash, Adventure, Fighting, Shooter, Survival, Multiplayer, First-Person, Online Co-Op, Team-Based, Blood, Sci-fi, Casual"
1024890,Sector's Edge,"Vercidium, Rocket Skeleton",Vercidium,2049,437,"10,000,000 - 20,000,000",0,0,0,0,9.99,20,English,"Action, Free to Play, Indie, Strategy, Early Access","Free to Play, Action, FPS, Multiplayer, Indie, Early Access, Shooter, Voxel, Strategy, Destruction, Sandbox, Building, Colorful, Fast-Paced, Great Soundtrack, Sci-fi, Tactical, Team-Based, Replay Value, Casual"
1025580,Vainglory,Super Evil Megacorp,Super Evil Megacorp,2680,1468,"10,000,000 - 20,000,000",0,0,0,0,9.99,8,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Vietnamese","Free to Play, Strategy, Early Access","Free to Play, Strategy, MOBA, Multiplayer, Early Access, Action, Team-Based, Anime, Massively Multiplayer, PvP, Competitive, RPG, Co-op, Sexual Content, Fantasy, Nudity"
1026820,Coloring Game,L. Stotch,L. Stotch,3226,254,"10,000,000 - 20,000,000",521,0,86,0,9.99,33,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese","Casual, Free to Play, Indie","Free to Play, Relaxing, Pixel Graphics, Casual, Singleplayer, Indie, Colorful, 2D, Design & Illustration, Family Friendly, Point & Click, Funny, Great Soundtrack, Puzzle, Psychological Horror"
1029550,Torque Drift,Grease Monkey Games,Grease Monkey Games,3910,1377,"10,000,000 - 20,000,000",178,0,54,0,9.99,377,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",Racing,"Free to Play, Racing, Multiplayer, Asynchronous Multiplayer, Driving, Realistic, Sports, Automobile Sim, e-sports, PvP, Controller, Competitive, Arcade, 3D, Physics, Singleplayer, Open World, Building, Early Access, Addictive"
1030830,Mafia II: Definitive Edition,"Hangar 13, D3T",2K,8975,4036,"10,000,000 - 20,000,000",463,1224,337,1224,9.99,357,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","Action, Adventure","Action, Adventure, Crime, Open World, Sexual Content, Violent, Nudity, Story Rich, Gore, Third Person, Third-Person Shooter, Singleplayer, Noir, Shooter, Atmospheric, Great Soundtrack"
1030840,Mafia: Definitive Edition,Hangar 13,2K,30909,4606,"10,000,000 - 20,000,000",587,68,519,101,9.99,452,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure","Action, Open World, Story Rich, Crime, Adventure, Singleplayer, Remake, Third-Person Shooter, Sexual Content, Third Person, Classic, Atmospheric, Violent, Multiplayer, Gore, Shooter, Mature, Noir, Great Soundtrack, Racing"
1036700,My Beautiful Paper Smile,Two Star Games,V Publishing,217,14,"10,000,000 - 20,000,000",0,0,0,0,9.99,2,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese","Action, Adventure, Indie","Psychological Horror, Horror, Hand-drawn, Story Rich, Puzzle, Dystopian , Point & Click, Hidden Object, Action, 2D, Surreal, Dark Fantasy, Atmospheric, Psychological, Adventure, Indie, Dark, Singleplayer, Early Access, Puzzle-Platformer"
1041320,Lords Mobile,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,2648,1207,"10,000,000 - 20,000,000",3056,447,111,447,9.99,3293,"English, French, Italian, German, Spanish - Spain, Ukrainian, Russian, Turkish, Japanese, Polish, Thai, Simplified Chinese, Traditional Chinese, Portuguese, Vietnamese, Arabic, Korean, Spanish - Latin America","Massively Multiplayer, RPG, Strategy","Massively Multiplayer, Strategy, Free to Play, Anime, Gore, RPG, War, Multiplayer, Memes, NSFW, LGBTQ+, Illuminati, RTS, Casual, Female Protagonist, Family Friendly, MMORPG, Dating Sim, Mature, World War II"
1044200,Wasteland Survival,"Joyloft Co., Limited","Joyloft Co., Limited",3093,2132,"10,000,000 - 20,000,000",0,0,0,0,9.99,37,"English, Russian, Simplified Chinese","Action, Adventure, Free to Play, RPG, Simulation","Survival, Free to Play, Zombies, Multiplayer, Adventure, Open World, Crafting, Base-Building, RPG, Action, Singleplayer, Post-apocalyptic, Simulation, Co-op, Online Co-Op, Early Access, Strategy, Massively Multiplayer, Casual, FPS"
1046030,ISLANDERS,GrizzlyGames,GrizzlyGames,12767,648,"10,000,000 - 20,000,000",232,0,101,0,9.99,80,"English, German, French, Spanish - Spain, Simplified Chinese, Spanish - Latin America, Russian, Japanese, Korean, Polish, Portuguese - Brazil, Turkish","Casual, Indie, Strategy","Relaxing, City Builder, Strategy, Puzzle, Building, Indie, Minimalist, Singleplayer, Colony Sim, Beautiful, Atmospheric, Colorful, Procedural Generation, Addictive, Score Attack, Replay Value, 3D, Top-Down, Turn-Based Strategy, Exploration"
1046930,Dota Underlords,Valve,Valve,72969,15272,"10,000,000 - 20,000,000",1635,79,312,83,9.99,2785,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Casual, Free to Play, Strategy","Free to Play, Strategy, Casual, Auto Battler, Multiplayer, Tactical, Turn-Based Tactics, Chess, Turn-Based, Mature, Competitive, Fantasy, Singleplayer, Deckbuilding, Card Game, Board Game, Co-op, Automation, PvP, MOBA"
1048540,Kao the Kangaroo: Round 2 (2003 re-release),Tate Multimedia,Tate Multimedia,6326,415,"10,000,000 - 20,000,000",150,182,110,182,9.99,39,"English, French, Italian, German, Spanish - Spain, Polish","Action, Adventure, Casual, Racing","Adventure, 3D Platformer, Action, Casual, Platformer, Classic, Racing, Singleplayer, Funny, Cute, Family Friendly, Indie, Multiplayer, Collectathon"
1049410,Superliminal,Pillow Castle,Pillow Castle,13607,761,"10,000,000 - 20,000,000",249,0,183,0,9.99,70,"English, French, Italian, German, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Polish, Portuguese - Brazil, Turkish, Ukrainian, Spanish - Spain, Arabic","Adventure, Indie","Puzzle, Narration, First-Person, Singleplayer, Physics, Surreal, Story Rich, Psychological, Thriller, Funny, Adventure, Exploration, Psychedelic, 3D Vision, Puzzle-Platformer, Minimalist, Cinematic, Dark Humor, Stylized, Colorful"
1049590,Eternal Return: Black Survival,Nimble Neuron,"Kakao Games Europe B.V. (EU,NA,OCE), Nimble Neuron (Excluding EU,NA,OCE)",30768,6487,"10,000,000 - 20,000,000",1222,202,194,239,9.99,8976,"English, Japanese, Simplified Chinese, Korean, Traditional Chinese, French, German, Spanish - Spain, Portuguese, Spanish - Latin America, Russian, Thai, Vietnamese, Portuguese - Brazil","Free to Play, Indie, Strategy, Early Access","Free to Play, Anime, MOBA, Survival, Multiplayer, PvP, Strategy, Top-Down, Crafting, Combat, Tactical, Action, 3D, Indie, Character Customization, Experimental, Early Access, Point & Click, MMORPG, Horror"
1049800,BLOCKADE,Novalink,Novalink,6580,2214,"10,000,000 - 20,000,000",0,0,0,0,9.99,258,"English, Russian","Action, Free to Play, Indie, Massively Multiplayer","Free to Play, Action, FPS, Shooter, Multiplayer, Massively Multiplayer, Pixel Graphics, Indie, First-Person, Zombies, Co-op, Early Access, Building, Psychological Horror, Team-Based, Survival, Casual, Gore, Horror, Open World"
1056640,Phantasy Star Online 2,SEGA,SEGA,13161,4930,"10,000,000 - 20,000,000",1391,291,326,291,9.99,6290,"English, Japanese","Action, Free to Play, Massively Multiplayer, RPG","Free to Play, Anime, MMORPG, Character Customization, Multiplayer, RPG, Action, Online Co-Op, JRPG, Sci-fi, Massively Multiplayer, Action RPG, Fantasy, Mechs, Co-op, Cute, Great Soundtrack, Open World, Farming Sim, Nudity"
1056960,Wolfenstein: Youngblood,"Machine Games, Arkane Studios",Bethesda Softworks,4420,5120,"10,000,000 - 20,000,000",591,195,514,195,9.99,129,"English, French, Italian, Spanish - Spain, Korean, Polish, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Portuguese - Brazil, Japanese",Action,"Action, Co-op, FPS, Female Protagonist, Singleplayer, Violent, Gore, Alternate History, Online Co-Op, Shooter, First-Person, 1980s, Sci-fi, Cyberpunk, Story Rich, RPG, Great Soundtrack, Multiplayer, Adventure, Atmospheric"
1057090,Ori and the Will of the Wisps,Moon Studios GmbH,Xbox Game Studios,76458,2843,"10,000,000 - 20,000,000",644,15,578,15,9.99,1341,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish",Action,"Beautiful, Great Soundtrack, Metroidvania, Platformer, Action, Singleplayer, Adventure, Atmospheric, Story Rich, Cute, Exploration, Action-Adventure, Puzzle, Emotional, Difficult, Fantasy, Indie, Open World, 2D, Souls-like"
1057240,Crucible Beta,Relentless Studios,Amazon Games,4767,6328,"10,000,000 - 20,000,000",147,0,109,0,9.99,0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Spanish - Latin America","Action, Free to Play","Free to Play, Action, PvP, Shooter, Multiplayer, Team-Based, Hero Shooter, PvE, Sci-fi, MOBA, Third-Person Shooter, Battle Royale, Early Access, Third Person, FPS, Online Co-Op, Competitive, Casual, Local Multiplayer, Fighting"
1058020,"STAR WARS Battlefront (Classic, 2004)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",2761,102,"10,000,000 - 20,000,000",57,0,81,0,9.99,54,"English, French, Italian, German, Spanish - Spain",Action,"Action, Multiplayer, Classic, FPS, Sci-fi, Third-Person Shooter, Singleplayer, Shooter, Space, First-Person, Great Soundtrack, Third Person, Co-op, Controller"
1061090,Jump King,Nexile,Nexile,5939,631,"10,000,000 - 20,000,000",225,0,294,0,9.99,124,"English, Simplified Chinese, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Spanish - Latin America, Japanese, Traditional Chinese","Action, Adventure, Indie","Difficult, Precision Platformer, Indie, Psychological Horror, Action, Adventure, Pixel Graphics, Platformer, 2D, Singleplayer, Philosophical, Atmospheric, Medieval, Fantasy, Retro, Funny, Dark Humor, Side Scroller, Tactical, Strategy"
1063730,New World,Amazon Games,Amazon Games,144860,63481,"10,000,000 - 20,000,000",6392,1783,3568,922,9.99,114032,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Spanish - Latin America","Action, Adventure, Massively Multiplayer, RPG","Massively Multiplayer, Open World, MMORPG, RPG, Adventure, Action, PvP, PvE, Multiplayer, Fantasy, Walking Simulator, Character Customization, Crafting, Third Person, Open World Survival Craft, Co-op, Sandbox, Violent, Souls-like, Sexual Content"
1064610,Neon Beats,OKYO GAMES,OKYO GAMES,5600,207,"10,000,000 - 20,000,000",47,0,36,0,9.99,10,"English, French, Spanish - Spain, Simplified Chinese, Portuguese, Russian","Free to Play, Indie","Free to Play, Rhythm, Music, Great Soundtrack, Indie, 2D, Platformer, Singleplayer, Precision Platformer, Minimalist, Short, Difficult, Replay Value, Score Attack, Controller, Hidden Object, Casual, 2D Platformer"
1066780,Transport Fever 2,Urban Games,Good Shepherd Entertainment,12917,1810,"10,000,000 - 20,000,000",4000,195,3779,152,9.99,4175,"English, French, German, Spanish - Spain, Japanese, Dutch, Polish, Russian, Traditional Chinese, Simplified Chinese","Simulation, Strategy","Simulation, Strategy, Management, City Builder, Trains, Transportation, Economy, Building, Singleplayer, Sandbox, Realistic, Moddable, Open World, Flight, Resource Management, Co-op, Naval"
1078730,Soccer Manager 2020,Soccer Manager Ltd,Soccer Manager Ltd,1104,356,"10,000,000 - 20,000,000",0,0,0,0,9.99,65,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese, Russian, Turkish, Simplified Chinese, Traditional Chinese","Free to Play, Sports","Free to Play, Sports, Soccer, Management, Singleplayer, Football, Simulation, Tactical"
1080110,F1 2020,Codemasters,"Codemasters, Electronic Arts",34667,2457,"10,000,000 - 20,000,000",3431,209,1982,154,9.99,4576,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Dutch, Simplified Chinese","Racing, Simulation, Sports","Racing, Simulation, Sports, Multiplayer, Automobile Sim, Split Screen, Difficult, Driving, Realistic, Management, Singleplayer, Strategy, Controller, VR, Local Multiplayer, Arcade"
1084520,雀姬/姫麻雀,Jack Tech,Smile Tech,1218,801,"10,000,000 - 20,000,000",0,0,0,0,9.99,183,"English, Not supported, Simplified Chinese, Traditional Chinese, Japanese","Casual, Free to Play, Early Access","Free to Play, Casual, Anime, Early Access, Board Game"
1085660,Destiny 2,Bungie,Bungie,362380,66493,"10,000,000 - 20,000,000",7632,1396,443,798,9.99,83002,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure, Free to Play","Free to Play, PvP, Looter Shooter, Open World, FPS, PvE, MMORPG, Co-op, Shooter, First-Person, Sci-fi, Action, Massively Multiplayer, Lore-Rich, Loot, Competitive, Space, Adventure, Atmospheric, Cinematic"
1086940,Baldur's Gate 3,Larian Studios,Larian Studios,40978,5519,"10,000,000 - 20,000,000",1004,13,764,13,9.99,1409,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish","Adventure, RPG, Strategy, Early Access","Early Access, RPG, Dungeons & Dragons, Choices Matter, Turn-Based, Story Rich, Character Customization, Party-Based RPG, CRPG, Co-op Campaign, Fantasy, Romance, Class-Based, Dark Fantasy, PvE, Narration, Stealth, Combat, Crafting, Dragons"
1088150,Scribble It!,Detach Entertainment,Detach Entertainment,4543,684,"10,000,000 - 20,000,000",79,0,45,0,9.99,187,"English, French, German, Polish, Spanish - Spain, Russian, Turkish, Italian, Dutch, Portuguese, Romanian, Portuguese - Brazil, Vietnamese, Swedish, Finnish, Hungarian, Simplified Chinese","Casual, Free to Play, Indie","Free to Play, Funny, Word Game, Multiplayer, Family Friendly, Comedy, PvP, Typing, Spelling, Casual, Team-Based, Hand-drawn, Colorful, Education, Co-op, Online Co-Op, Singleplayer, 2D, Great Soundtrack"
1089090,ONE PIECE: PIRATE WARRIORS 4,Koei Tecmo,BANDAI NAMCO Entertainment,8245,756,"10,000,000 - 20,000,000",1153,110,848,209,9.99,438,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Thai, Traditional Chinese, Simplified Chinese",Action,"Hack and Slash, Anime, Beat 'em up, Pirates, Fighting, Arcade, PvP, Action, Split Screen, Co-op, Multiplayer, RPG, Comedy, Adventure, Local Co-Op, Online Co-Op, Singleplayer, Controller, Open World, Nudity"
1089130,Quake II RTX,Lightspeed Studios™,NVIDIA,2946,422,"10,000,000 - 20,000,000",0,0,0,0,9.99,15,English,"Action, Free to Play","Free to Play, Action, Violent, FPS, Gore, Multiplayer, First-Person, Singleplayer, Classic, Shooter"
1089350,NBA 2K20,Visual Concepts,2K,30401,29192,"10,000,000 - 20,000,000",7588,574,2160,773,9.99,4902,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese","Simulation, Sports","Basketball, Sports, Simulation, Multiplayer, Singleplayer, Capitalism, Loot, Casual, Local Multiplayer, Massively Multiplayer, Character Customization, Controller, Realistic"
1089980,The Henry Stickmin Collection,PuffballsUnited,Innersloth,26433,328,"10,000,000 - 20,000,000",290,0,283,0,9.99,110,English,"Adventure, Casual, Indie","Funny, Multiple Endings, Choose Your Own Adventure, Memes, Comedy, Classic, Singleplayer, Choices Matter, Point & Click, 2D, Epic, Hand-drawn, Family Friendly, Adventure, Indie, Action, Parody , Interactive Fiction, Old School, Casual"
1091500,Cyberpunk 2077,CD PROJEKT RED,CD PROJEKT RED,361995,116029,"10,000,000 - 20,000,000",2749,342,2249,223,9.99,18041,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Turkish",RPG,"Cyberpunk, Open World, RPG, Sci-fi, Futuristic, Singleplayer, FPS, Nudity, First-Person, Atmospheric, Story Rich, Exploration, Mature, Action, Violent, Great Soundtrack, Action RPG, Adventure, Character Customization, Immersive Sim"
1092660,Blair Witch,Bloober Team SA,Bloober Team NA,3800,1099,"10,000,000 - 20,000,000",474,0,575,0,9.99,7,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese","Adventure, Indie","Adventure, Indie, Horror, Psychological Horror, First-Person, Violent, Walking Simulator, Dog, Atmospheric, Dark, Singleplayer, Survival Horror, Story Rich, Cinematic, Survival, Investigation, Mature, Multiplayer, Psychological, Great Soundtrack"
1092790,Inscryption,Daniel Mullins Games,Devolver Digital,36413,1198,"10,000,000 - 20,000,000",660,436,583,439,9.99,7629,"English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Italian, Portuguese - Brazil, Traditional Chinese, Turkish","Adventure, Indie, Strategy","Card Battler, Card Game, Deckbuilding, Story Rich, Horror, Rogue-lite, Psychological, Dark, Surreal, Puzzle, Strategy, Experimental, Rogue-like, Point & Click, First-Person, 3D, FMV, 2D, Pixel Graphics, Adventure"
1094520,Sands of Salzaar,汉家松鼠Han-Squirrel Studio,XD,13420,1999,"10,000,000 - 20,000,000",1471,56,1005,74,9.99,10994,"English, Simplified Chinese","Adventure, Indie, RPG, Strategy","RPG, Adventure, Strategy, Indie, Open World, Early Access, Multiplayer, Sandbox, Singleplayer, Martial Arts, Character Customization, Anime, Hack and Slash"
1094710,Royal Crown,Meerkat Games Corporation,LINE Games Corporation,2210,1006,"10,000,000 - 20,000,000",563,0,560,0,9.99,7,"English, Korean, French, German, Spanish - Latin America, Thai, Portuguese - Brazil, Japanese, Simplified Chinese, Traditional Chinese, Turkish","Action, Casual, Free to Play, Massively Multiplayer, Strategy","Free to Play, Battle Royale, MOBA, Massively Multiplayer, Casual, Action, Strategy, Anime, Multiplayer, RPG, Adventure, Action RPG, Cute, Fantasy, PvP, Magic, Co-op, Online Co-Op, MMORPG, Early Access"
1097150,Fall Guys: Ultimate Knockout,Mediatonic,,337237,73243,"10,000,000 - 20,000,000",908,173,464,79,9.99,11293,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Action, Casual, Indie, Massively Multiplayer, Sports","Party Game, Multiplayer, Battle Royale, Family Friendly, Massively Multiplayer, Platformer, PvP, Cute, Funny, 3D Platformer, Controller, Casual, Action, Colorful, Co-op, Comedy, Online Co-Op, Physics, Indie, Difficult"
1097840,Gears 5,The Coalition,Xbox Game Studios,12227,5845,"10,000,000 - 20,000,000",581,638,532,638,9.99,291,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish","Action, Adventure","Action, Adventure, Third-Person Shooter, Multiplayer, Co-op, Gore, Singleplayer, Shooter, Violent, Female Protagonist, Hero Shooter, Open World, Third Person, Co-op Campaign, Sci-fi, Story Rich, Split Screen, Local Co-Op, Mature, Horror"
1100600,Football Manager 2020,Sports Interactive,SEGA,27858,3436,"10,000,000 - 20,000,000",16119,0,7949,0,9.99,7607,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish","Simulation, Sports","Simulation, Sports, Management, Soccer, Multiplayer, Football, Strategy, Singleplayer"
1104450,Bombergrounds: Battle Royale,Gigantic Duck Games,Gigantic Duck Games,5892,559,"10,000,000 - 20,000,000",0,0,0,0,9.99,40,English,"Action, Free to Play, Indie, Massively Multiplayer, Strategy, Early Access","Multiplayer, Funny, Battle Royale, Family Friendly, Online Co-Op, Cute, Arcade, Casual, Massively Multiplayer, Comedy, PvP, Action, Co-op, Controller, Character Customization, Free to Play, Retro, Early Access, Colorful, Top-Down"
1104640,New Frontier,Free Reign Entertainment,Free Reign Entertainment,1836,1826,"10,000,000 - 20,000,000",64,0,47,0,9.99,9,"English, German, Portuguese","Free to Play, Indie, Massively Multiplayer, RPG","Free to Play, Survival, Multiplayer, Open World, Western, Massively Multiplayer, RPG, Base-Building, Indie, Violent, Crafting, Gore, PvP, Singleplayer, Building, Action, Shooter, FPS, Early Access, Third-Person Shooter"
1106530,GemCraft - Frostborn Wrath,Game in a Bottle,Game in a Bottle,1779,236,"10,000,000 - 20,000,000",3949,0,3949,0,9.99,209,English,"Action, Indie, Strategy","Strategy, Indie, Tower Defense, Action, Singleplayer, 2D, Difficult, Top-Down, Dark Fantasy, Classic, Tactical, Fantasy, Magic, Great Soundtrack, Medieval"
